state_abb,low_wage_threshold,low_wage_share,low_wage_count,state_mw,dates,obs_count
NC,25,0.5568403672597608,2547000,$7.25,May 2024 through April 2025,3547
ND,25,0.4570399646164746,169000,$7.25,May 2024 through April 2025,3415
NE,25,0.5017178781219452,464000,$13.50,May 2024 through April 2025,3079
NH,25,0.39217781795928736,265000,$7.25,May 2024 through April 2025,2866
NJ,25,0.38347039962776963,1576000,$15.49,May 2024 through April 2025,3443
NM,25,0.5610773819516497,476000,$12.00,May 2024 through April 2025,2797
NV,25,0.5346294978550966,740000,$12.00,May 2024 through April 2025,2654
NY,25,0.40789596492199337,3384000,$15.50,May 2024 through April 2025,5645
OH,25,0.47400055309613,2422000,$10.70,May 2024 through April 2025,5268
OK,25,0.5818449484118215,984000,$7.25,May 2024 through April 2025,2975
OR,25,0.42475746388233715,771000,$14.70,May 2024 through April 2025,3535
PA,25,0.4480946644436337,2513000,$7.25,May 2024 through April 2025,5224
RI,25,0.42862553872710907,212000,$15.00,May 2024 through April 2025,1730
SC,25,0.5452606707514496,1203000,$7.25,May 2024 through April 2025,2875
SD,25,0.5418517858837142,235000,$11.50,May 2024 through April 2025,2568
TN,25,0.5242201615838272,1567000,$7.25,May 2024 through April 2025,3312
TX,25,0.5273832677206663,7023000,$7.25,May 2024 through April 2025,12063
UT,25,0.493889458006822,774000,$7.25,May 2024 through April 2025,3979
VA,25,0.39177984644522856,1519000,$12.41,May 2024 through April 2025,3598
VT,25,0.42977801838505525,126000,$14.01,May 2024 through April 2025,2520
WA,25,0.34410285787377626,1163000,$16.66,May 2024 through April 2025,4038
WI,25,0.46993319562159513,1309000,$7.25,May 2024 through April 2025,3757
WV,25,0.5855268580243939,402000,$8.75,May 2024 through April 2025,3141
WY,25,0.5449547746859097,131000,$7.25,May 2024 through April 2025,2710
